CBBTCUSD
DATE;Bitcoin;Ethereum;GoTrend(E);GoTrend(B);S&P500;Price(Gold);Inflation;MoneySupply;VIX
2019-06-03;8497.8485714285714286;233.086700;8;11;2774.1560000000000000;1290.7600000000000000;1.7380000000000000;14719.8;18.0540000000000000
2019-06-10;7838.3000000000000000;269.223206;11;17;2846.5960000000000000;1332.1800000000000000;1.7380000000000000;14761.4;16.2460000000000000
2019-06-17;8605.9914285714285714;307.827789;15;26;2886.7700000000000000;1336.1500000000000000;1.6700000000000000;14802.4;15.6700000000000000
2019-06-24;10085.6171428571428571;290.695984;12;17;2938.8400000000000000;1372.4800000000000000;1.6980000000000000;14681.3;14.9780000000000000
2019-07-01;11621.104285714286;305.700562;22;16;2932.4340000000000000;1408.3600000000000000;1.6860000000000000;14800.5;15.4900000000000000
2019-07-08;11434.598571428571;227.578064;23;20;2983.7975000000000000;1410.5500000000000000;1.6725000000000000;14876.7;13.1850000000000000
2019-07-15;11461.792857142857;225.630768;25;24;3000.1360000000000000;1405.6600000000000000;1.7520000000000000;14832.2;13.0240000000000000
2019-07-22;10291.4200000000000000;211.186554;6;19;2989.0420000000000000;1419.8600000000000000;1.7860000000000000;14800.0;13.6680000000000000
2019-07-29;9689.8571428571428571;222.669724;5;19;3015.1060000000000000;1421.3300000000000000;1.7900000000000000;14811.5;12.4820000000000000
2019-08-05;10603.2885714285714286;216.092865;6;22;2944.7820000000000000;1431.7800000000000000;1.7000000000000000;14946.2;18.0260000000000000
2019-08-12;11652.075714285714;194.493530;5;19;2901.2480000000000000;1490.4700000000000000;1.6320000000000000;14929.3;19.1260000000000000
2019-08-19;10439.1128571428571429;186.842392;5;18;2885.3700000000000000;1510.7200000000000000;1.5680000000000000;14914.7;19.2300000000000000
2019-08-26;10298.6985714285714286;171.629425;5;16;2894.6760000000000000;1499.1250000000000000;1.5400000000000000;14853.0;17.8340000000000000
2019-09-02;9822.1114285714285714;181.355530;5;16;2902.0350000000000000;1532.0300000000000000;1.5600000000000000;14968.1;19.1300000000000000
2019-09-09;10471.0357142857142857;189.789124;5;14;2955.4380000000000000;1525.7500000000000000;1.5360000000000000;15018.9;16.7060000000000000
2019-09-16;10287.7457142857142857;211.545380;7;14;2999.0480000000000000;1499.9100000000000000;1.6340000000000000;15025.3;14.4880000000000000
2019-09-23;10073.5800000000000000;170.503479;6;18;3000.6140000000000000;1504.7000000000000000;1.6160000000000000;14955.2;14.5340000000000000
2019-09-30;8265.2000000000000000;173.059143;4;15;2973.5240000000000000;1508.3800000000000000;1.5620000000000000;15035.2;16.5080000000000000
2019-10-07;8194.4100000000000000;182.075150;5;14;2925.8580000000000000;1493.1600000000000000;1.5020000000000000;15136.8;18.6280000000000000
2019-10-14;8369.4985714285714286;175.534378;4;13;2937.4020000000000000;1500.8300000000000000;1.5125000000000000;15148.5;17.3280000000000000
2019-10-21;8085.1385714285714286;184.242218;5;16;2995.2480000000000000;1488.1500000000000000;1.5860000000000000;15139.5;13.8520000000000000
2019-10-28;8528.4871428571428571;182.425018;5;16;3014.5540000000000000;1496.0500000000000000;1.6260000000000000;15100.9;13.5880000000000000
2019-11-04;9281.5428571428571429;189.477280;5;14;3053.2800000000000000;1501.6700000000000000;1.5900000000000000;15243.0;12.7760000000000000
2019-11-11;9024.1871428571428571;185.119232;4;12;3083.3340000000000000;1481.9200000000000000;1.6850000000000000;15245.1;12.6420000000000000
2019-11-18;8546.8585714285714286;142.834702;4;14;3105.0000000000000000;1462.0200000000000000;1.6480000000000000;15304.4;12.6480000000000000
2019-11-25;7498.8142857142857143;151.185730;5;15;3115.2220000000000000;1468.0500000000000000;1.6200000000000000;15254.0;12.5960000000000000
2019-12-02;7448.4814285714285714;151.264725;5;13;3137.2500000000000000;1457.7700000000000000;1.6275000000000000;15349.7;12.7050000000000000
2019-12-09;7397.9957142857142857;143.114990;4;12;3121.0520000000000000;1471.8600000000000000;1.6680000000000000;15359.3;14.9520000000000000
2019-12-16;7140.2700000000000000;132.372513;5;14;3160.5940000000000000;1471.0400000000000000;1.7100000000000000;15451.2;13.8760000000000000
2019-12-23;7183.2557142857142857;134.757980;4;12;3206.8520000000000000;1478.5100000000000000;1.7600000000000000;15464.2;12.4980000000000000
2019-12-30;7252.8871428571428571;136.276779;5;12;3231.1500000000000000;1504.3166666666666667;1.7425000000000000;15475.7;13.3925000000000000
2020-01-06;7298.3642857142857143;145.873932;5;16;3242.4400000000000000;1541.9500000000000000;1.7725000000000000;15507.7;13.5300000000000000
2020-01-13;8072.5528571428571429;166.969849;7;17;3263.6820000000000000;1559.2700000000000000;1.7520000000000000;15475.9;12.9320000000000000
2020-01-20;8776.7357142857142857;168.077103;6;15;3304.7175000000000000;1553.5600000000000000;1.7525000000000000;15429.1;12.3075000000000000
2020-01-27;8578.1128571428571429;188.617538;6;16;3301.4360000000000000;1562.7400000000000000;1.6940000000000000;15316.3;14.3060000000000000
2020-02-03;9356.5628571428571429;228.578568;9;17;3261.5480000000000000;1578.1800000000000000;1.6420000000000000;15381.7;16.9940000000000000
2020-02-10;9756.1985714285714286;259.894714;13;19;3331.5720000000000000;1565.5500000000000000;1.6580000000000000;15384.3;15.3340000000000000
2020-02-17;10110.2714285714285714;273.754150;10;16;3372.8250000000000000;1573.2200000000000000;1.6600000000000000;15415.4;14.1875000000000000
2020-02-24;9770.0871428571428571;218.970596;9;17;3338.6620000000000000;1624.8200000000000000;1.6260000000000000;15350.4;17.3760000000000000
2020-03-02;8796.1128571428571429;200.689056;7;16;3053.5620000000000000;1637.3000000000000000;1.4840000000000000;15515.6;33.6200000000000000
2020-03-09;8664.2742857142857143;125.214302;10;29;2975.2720000000000000;1650.9800000000000000;1.3220000000000000;15651.1;40.9660000000000000
2020-03-16;6000.1057142857142857;123.321152;8;30;2640.2800000000000000;1609.8700000000000000;0.90200000000000000000;15846.6;63.4380000000000000
2020-03-23;5966.8085714285714286;125.583733;7;22;2375.8000000000000000;1491.6000000000000000;0.66200000000000000000;16220.3;70.3980000000000000
2020-03-30;6450.9028571428571429;143.546646;6;19;2544.2160000000000000;1617.2400000000000000;1.00000000000000000000;16642.5;61.8480000000000000
2020-04-06;6809.7671428571428571;161.142426;8;20;2546.8640000000000000;1606.6600000000000000;1.00600000000000000000;16801.2;50.7100000000000000
2020-04-13;7051.2657142857142857;181.614960;7;18;2740.2100000000000000;1654.5833333333333333;1.21250000000000000000;16948.7;43.2225000000000000
2020-04-20;6978.6285714285714286;197.317535;9;18;2825.3380000000000000;1704.8100000000000000;1.09200000000000000000;17209.2;40.1380000000000000
2020-04-27;7436.7385714285714286;210.933151;11;23;2809.7780000000000000;1710.6600000000000000;1.07000000000000000000;17348.3;39.5980000000000000
2020-05-04;8691.3728571428571429;188.599564;11;26;2877.7560000000000000;1701.5200000000000000;1.09600000000000000000;17564.6;34.4220000000000000
2020-05-11;9264.8414285714285714;207.158691;11;31;2891.6340000000000000;1695.6625000000000000;1.10600000000000000000;17702.6;30.9440000000000000
2020-05-18;9439.7400000000000000;202.370346;10;21;2872.0460000000000000;1722.2900000000000000;1.09600000000000000000;17834.6;32.4240000000000000
2020-05-25;9175.1528571428571429;230.975708;10;19;2949.6275000000000000;1737.6375000000000000;1.14250000000000000000;17809.9;29.0525000000000000
2020-06-01;9484.3057142857142857;245.167252;11;19;3031.5340000000000000;1722.3300000000000000;1.15600000000000000000;17940.9;27.9920000000000000
2020-06-08;9687.6914285714285714;234.114700;10;17;3148.4720000000000000;1713.1700000000000000;1.2320000000000000;18053.3;25.7280000000000000
2020-06-15;9519.0514285714285714;228.989822;9;16;3101.4640000000000000;1720.6600000000000000;1.2360000000000000;18142.0;33.2840000000000000
2020-06-22;9427.3457142857142857;225.347168;9;15;3113.8340000000000000;1730.4600000000000000;1.2900000000000000;18134.3;33.3940000000000000
2020-06-29;9230.3928571428571429;227.664597;9;15;3065.5340000000000000;1764.3500000000000000;1.3400000000000000;18188.5;32.7880000000000000
2020-07-06;9152.2257142857142857;242.131699;10;14;3131.4700000000000000;1775.8000000000000000;1.3925000000000000;18370.8;28.6675000000000000
2020-07-13;9286.7314285714285714;238.487518;9;17;3161.5140000000000000;1800.2200000000000000;1.4140000000000000;18375.1;29.2500000000000000
2020-07-20;9184.1214285714285714;309.643616;13;15;3223.2440000000000000;1805.0600000000000000;1.4300000000000000;18274.9;27.0840000000000000
2020-07-27;9838.6371428571428571;370.671722;23;25;3244.8040000000000000;1878.1900000000000000;1.4960000000000000;18142.6;25.1640000000000000
2020-08-03;11236.7085714285714286;391.120453;24;22;3257.7660000000000000;1957.1700000000000000;1.5380000000000000;18254.8;24.6080000000000000
2020-08-10;11667.185714285714;433.786621;19;20;3339.0380000000000000;2029.5300000000000000;1.6060000000000000;18322.4;22.7480000000000000
2020-08-17;11809.117142857143;391.384491;16;19;3368.4620000000000000;1951.4900000000000000;1.6560000000000000;18395.5;22.3680000000000000
2020-08-24;11745.575714285714;428.395721;12;16;3395.7160000000000000;1961.3500000000000000;1.6560000000000000;18295.7;22.3360000000000000
2020-08-31;11503.725714285714;353.362274;17;17;3483.0440000000000000;1934.6500000000000000;1.7440000000000000;18414.8;23.8280000000000000
2020-09-07;10720.9500000000000000;365.570007;13;16;3497.3775000000000000;1951.4100000000000000;1.7100000000000000;18549.5;29.2600000000000000
2020-09-14;10366.2528571428571429;371.052826;11;14;3358.9000000000000000;1936.1200000000000000;1.6760000000000000;18634.4;28.5400000000000000
2020-09-21;10863.7114285714285714;357.321686;10;14;3348.8460000000000000;1950.0200000000000000;1.6600000000000000;18588.4;26.3400000000000000
2020-09-28;10628.1200000000000000;353.121918;9;13;3289.8280000000000000;1872.5900000000000000;1.5980000000000000;18530.5;27.3040000000000000
2020-10-05;10687.6100000000000000;375.142059;8;13;3367.2680000000000000;1893.4800000000000000;1.6440000000000000;18672.8;26.9860000000000000
2020-10-12;11065.7471428571428571;378.213684;8;14;3447.7160000000000000;1904.8100000000000000;1.7050000000000000;18688.2;26.7940000000000000
2020-10-19;11478.202857142857;406.217773;10;19;3478.9340000000000000;1905.4300000000000000;1.7000000000000000;18745.8;27.2060000000000000
2020-10-26;12845.414285714286;396.358185;10;20;3439.7060000000000000;1910.8700000000000000;1.7380000000000000;18685.9;29.2240000000000000
2020-11-02;13589.231428571429;453.554779;11;22;3310.4040000000000000;1887.0300000000000000;1.7060000000000000;18877.2;37.2740000000000000
2020-11-09;15011.484285714286;447.559082;14;23;3476.5980000000000000;1922.1200000000000000;1.6800000000000000;18957.4;28.6620000000000000
2020-11-16;16066.127142857143;558.068115;17;32;3573.4520000000000000;1877.9800000000000000;1.7275000000000000;19043.2;23.8300000000000000
2020-11-23;18221.408571428571;575.758057;29;36;3578.8640000000000000;1870.1600000000000000;1.7000000000000000;19020.0;23.2040000000000000
2020-11-30;18272.147142857143;601.908997;23;31;3631.2600000000000000;1804.3000000000000000;1.7525000000000000;19102.9;21.0750000000000000
2020-12-07;19126.875714285714;589.663208;16;25;3677.8520000000000000;1827.2100000000000000;1.8580000000000000;19209.8;21.0620000000000000
2020-12-14;18634.934285714286;638.290833;22;41;3670.8240000000000000;1842.4800000000000000;1.8860000000000000;19264.2;22.7000000000000000
2020-12-21;22411.345714285714;682.642334;22;40;3704.5200000000000000;1865.1600000000000000;1.9340000000000000;19319.6;22.8100000000000000
2020-12-28;25056.612857142857;975.507690;37;61;3703.9225000000000000;1870.9833333333333333;1.9625000000000000;19337.8;22.6925000000000000
2021-01-04;30323.801428571429;1262.246704;100;100;3728.9500000000000000;1893.3375000000000000;1.9800000000000000;19408.0;23.8925000000000000
2021-01-11;37916.254285714286;1230.172241;76;98;3780.6160000000000000;1910.7800000000000000;2.0600000000000000;19472.9;23.6840000000000000
2021-01-18;36585.027142857143;1391.609375;64;63;3793.7050000000000000;1848.4600000000000000;2.0825000000000000;19447.5;23.2825000000000000
2021-01-25;33003.797142857143;1314.986206;64;60;3840.1320000000000000;1854.9100000000000000;2.0980000000000000;19328.2;22.2480000000000000
2021-02-01;33101.394285714286;1614.227783;79;52;3775.1740000000000000;1849.9500000000000000;2.1060000000000000;19436.8;30.7540000000000000
2021-02-08;39040.987142857143;1805.084106;86;90;3866.1280000000000000;1822.7100000000000000;2.1880000000000000;19474.0;22.4700000000000000
2021-02-15;47288.181428571429;1935.601074;84;84;3918.0800000000000000;1833.4300000000000000;2.2100000000000000;19581.6;21.2100000000000000
2021-02-22;53832.798571428571;1416.048950;84;94;3912.2200000000000000;1793.5300000000000000;2.1820000000000000;19590.5;22.1900000000000000
2021-03-01;47575.434285714286;1723.153809;57;62;3869.8220000000000000;1784.1800000000000000;2.1560000000000000;19677.5;24.9280000000000000
